Arrival_ID	Date	Mandi_ID	Crop_Name	Variety	Arrival_Quantity_Quintals	Arrival_Quantity_Mt	Arrival_Quantity_Kg	Reported_Quantity	Reported_Unit	Farmer_Count	Is_Arrival_ID_Imputed	Is_Quantity_Negative_Flag
ARR0006777	24-05-2026	MANDI009	Cotton		303.9	30.39	30390	303.9	Quintal	19	FALSE	FALSE
ARR0019935	19-06-2026	MANDI009	Mustard	HD-2967	212.12	21.212	21212	21212	Kilogram		FALSE	FALSE
ARR0018981	30-01-2026	MANDI009	Maize		460.47	46.047	46047	460.47	Quintal	115	FALSE	FALSE
ARR0024131	31-07-2026	MANDI009	Mustard	HD-2967	4.7729	0.4773	477.29	477.29	Kilogram	150	FALSE	TRUE
ARR0018281	30-08-2026	MANDI009	Mustard	Local	117.12	11.712	11712	117.12	Quintal	61	FALSE	FALSE
ARR0010147	07-03-2026	MANDI009	Wheat	PBW-343	387.13	38.713	38713	38713	Kilogram		FALSE	FALSE
ARR0011691	19-01-2026	MANDI009	Sugarcane	PBW-343	46.67	4.667	4667	4667	Kilogram	114	FALSE	FALSE
ARR0008037	11-01-2026	MANDI009	Mustard	PBW-343	251.79	25.179	25179	25179	Kilogram	75	FALSE	FALSE
ARR0005199	22-08-2026	MANDI009	Wheat		142.82	14.282	14282	142.82	Quintal	127	FALSE	FALSE
ARR0007025	10-02-2026	MANDI009	Paddy	HD-2967	159.99	15.999	15999	15999	Kilogram	94	FALSE	FALSE
ARR0015637	17-08-2026	MANDI009	Maize	Pusa-1121	4.0695	0.4069	406.95	406.95	Kilogram		FALSE	TRUE
ARR0000139	16-08-2026	MANDI009	Paddy	Pusa-1121	34.88	3.488	3488	3488	Kilogram	40	FALSE	FALSE
ARR0019953	18-05-2026	MANDI009	Mustard	PBW-343	308.33	30.833	30833	30.833	Metric Tonne		FALSE	FALSE
ARR0020038	09-04-2026	MANDI009	Maize	Hybrid	1.8898	0.189	188.98	188.98	Kilogram	119	FALSE	TRUE
ARR0003254	20-03-2026	MANDI009	Wheat	PBW-343	427.45	42.745	42745	427.45	Quintal	65	FALSE	FALSE
ARR0022284	22-01-2026	MANDI009	Rice		41.96	4.196	4196	4196	Kilogram	28	FALSE	FALSE
ARR0002152	22-05-2026	MANDI009	Paddy	HD-2967	293.47	29.347	29347	29.347	Metric Tonne	128	FALSE	FALSE
ARR0001308	11-02-2026	MANDI009	Maize	Pusa-1121	133.53	13.353	13353	133.53	Quintal	140	FALSE	FALSE
ARR0002318	18-03-2026	MANDI009	Wheat	Local	172.85	17.285	17285	17.285	Metric Tonne	83	FALSE	FALSE
ARR0021890	02-06-2026	MANDI009	Sugarcane		493.91	49.391	49391	493.91	Quintal	84	FALSE	FALSE
ARR0017841	17-08-2026	MANDI009	Cotton	Local	243.29	24.329	24329	243.29	Quintal	137	FALSE	FALSE
ARR0001406	02-07-2026	MANDI009	Cotton	Premium	229.19	22.919	22919	22919	Kilogram	27	FALSE	FALSE
ARR0007355	12-03-2026	MANDI009	Cotton	PBW-343	422.8	42.28	42280	422.8	Quintal	36	FALSE	FALSE
ARR0009585	23-05-2026	MANDI009	Cotton	Local	450.42	45.042	45042	450.42	Quintal	37	FALSE	FALSE
ARR0012686	11-07-2026	MANDI009	Rice	Hybrid	139.78	13.978	13978	139.78	Quintal	76	FALSE	FALSE
ARR0000607	28-04-2026	MANDI009	Rice		2.8285	0.2828	282.85	282.85	Kilogram		FALSE	TRUE
ARR0000658	23-01-2026	MANDI009	Sugarcane		411.4	41.14	41140	41.14	Metric Tonne		FALSE	FALSE
ARR0021616	19-02-2026	MANDI009	Mustard	Pusa-1121	363.5	36.35	36350	36.35	Metric Tonne	78	FALSE	FALSE
ARR0013288	08-09-2026	MANDI009	Rice	HD-2967	115.95	11.595	11595	11.595	Metric Tonne	117	FALSE	FALSE
ARR0012795	30-06-2026	MANDI009	Sugarcane	Hybrid	444.58	44.458	44458	444.58	Quintal	127	FALSE	FALSE
ARR0014118	18-01-2026	MANDI009	Maize	Hybrid	204.88	20.488	20488	204.88	Quintal	132	FALSE	FALSE
ARR0020112	26-07-2026	MANDI009	Cotton	HD-2967	433.53	43.353	43353	43353	Kilogram	142	FALSE	FALSE
ARR0000241	10-03-2026	MANDI009	Sugarcane	PBW-343	165.82	16.582	16582	16.582	Metric Tonne		FALSE	FALSE
ARR0010554	22-01-2026	MANDI009	Mustard	HD-2967	356.72	35.672	35672	356.72	Quintal	90	FALSE	FALSE
ARR0001485	05-03-2026	MANDI009	Cotton	HD-2967	488.17	48.817	48817	48.817	Metric Tonne	17	FALSE	FALSE
ARR0012281	01-10-2026	MANDI009	Wheat	PBW-343	21.9	2.19	2190	2190	Kilogram		FALSE	FALSE
ARR0024420	10-06-2026	MANDI009	Mustard	Hybrid	177.94	17.794	17794	177.94	Quintal	64	FALSE	FALSE
ARR0011079	25-08-2026	MANDI009	Sugarcane	Premium	367.09	36.709	36709	367.09	Quintal	95	FALSE	FALSE
ARR0018850	10-08-2026	MANDI009	Maize	HD-2967	289.3	28.93	28930	28.93	Metric Tonne	108	FALSE	FALSE
ARR0011024	22-06-2026	MANDI009	Mustard	Local	465.39	46.539	46539	46539	Kilogram	68	FALSE	FALSE
ARR0005702	03-06-2026	MANDI009	Cotton	Hybrid	426.3	42.63	42630	42630	Kilogram		FALSE	FALSE
ARR0013324	27-07-2026	MANDI009	Mustard		387.25	38.725	38725	387.25	Quintal	17	FALSE	FALSE
ARR0022848	30-08-2026	MANDI009	Sugarcane		88.23	8.823	8823	88.23	Quintal	26	FALSE	FALSE
ARR0020019	03-04-2026	MANDI009	Wheat	HD-2967	475.87	47.587	47587	475.87	Quintal	68	FALSE	FALSE
ARR0012994	20-08-2026	MANDI009	Mustard		398.47	39.847	39847	39.847	Metric Tonne	100	FALSE	FALSE
ARR0006174	08-05-2026	MANDI009	Mustard	Hybrid	357.69	35.769	35769	357.69	Quintal	117	FALSE	FALSE
ARR0021826	06-02-2026	MANDI009	Cotton	PBW-343	431.95	43.195	43195	43195	Kilogram	60	FALSE	FALSE
ARR0008386	20-04-2026	MANDI009	Cotton	Pusa-1121	85.18	8.518	8518	85.18	Quintal	130	FALSE	FALSE
ARR0012508	22-07-2026	MANDI009	Wheat	PBW-343	249.99	24.999	24999	249.99	Quintal	32	FALSE	FALSE
ARR0021709	26-04-2026	MANDI009	Wheat	Hybrid	120.86	12.086	12086	12086	Kilogram		FALSE	FALSE
ARR0001586	26-07-2026	MANDI009	Paddy	Local	130.31	13.031	13031	13031	Kilogram	98	FALSE	FALSE
ARR0016577	14-04-2026	MANDI009	Basmati Rice	Hybrid	166.63	16.663	16663	166.63	Quintal	107	FALSE	FALSE
ARR0013586	12-08-2026	MANDI009	Cotton	HD-2967	309.17	30.917	30917	30.917	Metric Tonne	120	FALSE	FALSE
ARR0013215	02-02-2026	MANDI009	Paddy	Hybrid	76.28	7.628	7628	7628	Kilogram	69	FALSE	FALSE
ARR0013815	08-06-2026	MANDI009	Maize	HD-2967	270.41	27.041	27041	27041	Kilogram	83	FALSE	FALSE
ARR0017792	23-04-2026	MANDI009	Paddy		410.38	41.038	41038	41038	Kilogram	135	FALSE	FALSE
ARR0003960	06-06-2026	MANDI009	Sugarcane	Premium	191.61	19.161	19161	19.161	Metric Tonne	104	FALSE	FALSE
ARR0002194	22-05-2026	MANDI009	Cotton		473.14	47.314	47314	47.314	Metric Tonne	75	FALSE	FALSE
ARR0010345	19-05-2026	MANDI009	Paddy	Hybrid	471.8	47.18	47180	471.8	Quintal		FALSE	FALSE
ARR0011436	03-07-2026	MANDI009	Mustard	HD-2967	38.25	3.825	3825	3825	Kilogram	49	FALSE	FALSE
ARR0021645	14-03-2026	MANDI009	Wheat	Pusa-1121	352.73	35.273	35273	352.73	Quintal	26	FALSE	FALSE
ARR0011501	31-07-2026	MANDI009	Maize	PBW-343	298.32	29.832	29832	29832	Kilogram		FALSE	FALSE
ARR0004637	11-04-2026	MANDI009	Cotton	Hybrid	3.6047	0.3605	360.47	360.47	Kilogram		FALSE	TRUE
ARR0017688	13-01-2026	MANDI009	Maize		398.54	39.854	39854	398.54	Quintal	7	FALSE	FALSE
ARR0012515	14-01-2026	MANDI009	Mustard	PBW-343	130.12	13.012	13012	13012	Kilogram		FALSE	FALSE
ARR0023460	23-02-2026	MANDI009	Cotton	Premium	28.41	2.841	2841	2841	Kilogram	75	FALSE	FALSE
ARR0023390	02-06-2026	MANDI009	Sugarcane	HD-2967	91.92	9.192	9192	9.192	Metric Tonne	133	FALSE	FALSE
ARR0012782	07-02-2026	MANDI009	Cotton		311.91	31.191	31191	31.191	Metric Tonne	30	FALSE	FALSE
ARR0006071	03-12-2026	MANDI009	Rice	Local	370.32	37.032	37032	37032	Kilogram	127	FALSE	FALSE
ARR0008306	23-02-2026	MANDI009	Sugarcane	Pusa-1121	63.19	6.319	6319	6319	Kilogram		FALSE	FALSE
ARR0016411	15-07-2026	MANDI009	Maize	Local	173.26	17.326	17326	17326	Kilogram	107	FALSE	FALSE
ARR0005052	27-03-2026	MANDI009	Mustard	Local	251.31	25.131	25131	251.31	Quintal	10	FALSE	TRUE
ARR0020180	01-08-2026	MANDI009	Mustard	Local	484.07	48.407	48407	48.407	Metric Tonne	25	FALSE	FALSE
ARR0011589	16-05-2026	MANDI009	Mustard	Local	247.37	24.737	24737	247.37	Quintal		FALSE	FALSE
ARR0009497	26-05-2026	MANDI009	Wheat	Pusa-1121	140.17	14.017	14017	14017	Kilogram	132	FALSE	FALSE
ARR0008554	14-07-2026	MANDI009	Maize	PBW-343	276.57	27.657	27657	27657	Kilogram	32	FALSE	FALSE
ARR0007752	26-05-2026	MANDI009	Sugarcane	Local	155.62	15.562	15562	155.62	Quintal	110	FALSE	FALSE
ARR0014151	23-02-2026	MANDI009	Sugarcane	PBW-343	119.92	11.992	11992	11.992	Metric Tonne		FALSE	FALSE
ARR0009623	20-04-2026	MANDI009	Wheat	Premium	327.97	32.797	32797	32797	Kilogram		FALSE	FALSE
ARR0011865	20-06-2026	MANDI009	Maize		271.75	27.175	27175	271.75	Quintal	103	FALSE	FALSE
ARR0017554	10-08-2026	MANDI009	Maize	Local	109.79	10.979	10979	109.79	Quintal	138	FALSE	FALSE
ARR0004850	13-03-2026	MANDI009	Sugarcane	Pusa-1121	3.6445	0.3644	364.45	364.45	Kilogram	102	FALSE	TRUE
ARR0002156	11-02-2026	MANDI009	Wheat	Hybrid	403.86	40.386	40386	40386	Kilogram	7	FALSE	FALSE
ARR0012160	25-07-2026	MANDI009	Mustard	Premium	481.72	48.172	48172	48.172	Metric Tonne		FALSE	FALSE
ARR0011758	15-03-2026	MANDI009	Cotton	PBW-343	461.06	46.106	46106	46.106	Metric Tonne	65	FALSE	FALSE
ARR0023400	31-07-2026	MANDI009	Sugarcane	Pusa-1121	153.1	15.31	15310	15.31	Metric Tonne	114	FALSE	FALSE
ARR0010338	25-05-2026	MANDI009	Cotton		334.68	33.468	33468	33468	Kilogram	134	FALSE	FALSE
ARR0010112	31-01-2026	MANDI009	Wheat	HD-2967	127.03	12.703	12703	127.03	Quintal	44	FALSE	FALSE
ARR0010729	02-04-2026	MANDI009	Wheat	PBW-343	425.48	42.548	42548	42548	Kilogram	5	FALSE	FALSE
ARR0020651	20-08-2026	MANDI009	Wheat	Pusa-1121	423.71	42.371	42371	423.71	Quintal	119	FALSE	FALSE
ARR0000641	17-04-2026	MANDI009	Mustard	Pusa-1121	491.68	49.168	49168	49168	Kilogram	126	FALSE	FALSE
ARR0021342	29-04-2026	MANDI009	Maize		401.84	40.184	40184	40.184	Metric Tonne		FALSE	FALSE
ARR0000899	25-01-2026	MANDI009	Cotton	Premium	45.73	4.573	4573	4573	Kilogram	111	FALSE	FALSE
ARR0000955	19-08-2026	MANDI009	Wheat		79.25	7.925	7925	7.925	Metric Tonne	110	FALSE	FALSE
ARR0010090	11-04-2026	MANDI009	Maize		355.36	35.536	35536	355.36	Quintal	74	FALSE	FALSE
ARR0016751	29-05-2026	MANDI009	Wheat	Hybrid	253.67	25.367	25367	25367	Kilogram	101	FALSE	FALSE
ARR0001655	27-02-2026	MANDI009	Cotton	Local	132.06	13.206	13206	132.06	Quintal		FALSE	FALSE
ARR0001800	14-03-2026	MANDI009	Wheat	Hybrid	68.05	6.805	6805	6805	Kilogram	30	FALSE	FALSE
ARR0001353	12-05-2026	MANDI009	Cotton		468.44	46.844	46844	46844	Kilogram	15	FALSE	FALSE
ARR0023861	03-01-2026	MANDI009	Cotton		343.22	34.322	34322	343.22	Quintal	141	FALSE	FALSE
ARR0006101	27-01-2026	MANDI009	Wheat	PBW-343	328.76	32.876	32876	32876	Kilogram	27	FALSE	FALSE
ARR0016099	16-04-2026	MANDI009	Sugarcane	HD-2967	374.47	37.447	37447	374.47	Quintal	112	FALSE	FALSE
ARR0006874	11-02-2026	MANDI009	Wheat	Hybrid	11.52	1.152	1152	11.52	Quintal	33	FALSE	FALSE
ARR0001357	14-02-2026	MANDI009	Maize	HD-2967	449.22	44.922	44922	449.22	Quintal	145	FALSE	FALSE
ARR0021234	24-06-2026	MANDI009	Sugarcane		318.33	31.833	31833	31833	Kilogram		FALSE	FALSE
ARR0015762	21-05-2026	MANDI009	Maize	HD-2967	155.04	15.504	15504	15.504	Metric Tonne	115	FALSE	FALSE
ARR0018197	20-02-2026	MANDI009	Sugarcane	HD-2967	224.51	22.451	22451	224.51	Quintal	112	FALSE	FALSE
ARR0017316	31-05-2026	MANDI009	Sugarcane	HD-2967	195.33	19.533	19533	19.533	Metric Tonne	8	FALSE	FALSE
ARR0014162	25-06-2026	MANDI009	Sugarcane	Hybrid	272.08	27.208	27208	272.08	Quintal	99	FALSE	FALSE
ARR0017757	30-06-2026	MANDI009	Basmati Rice		22.36	2.236	2236	2236	Kilogram		FALSE	FALSE
ARR0003349	13-05-2026	MANDI009	Paddy	PBW-343	326.15	32.615	32615	326.15	Quintal	110	FALSE	FALSE
ARR0008460	11-08-2026	MANDI009	Cotton	HD-2967	39.5	3.95	3950	39.5	Quintal	77	FALSE	FALSE
ARR0018081	04-08-2026	MANDI009	Cotton	Hybrid	235.57	23.557	23557	23557	Kilogram	63	FALSE	FALSE
ARR0003498	19-08-2026	MANDI009	Cotton	Premium	137.84	13.784	13784	13784	Kilogram		FALSE	FALSE
ARR0008124	29-07-2026	MANDI009	Paddy	PBW-343	196.96	19.696	19696	19.696	Metric Tonne	112	FALSE	FALSE
ARR0003092	09-07-2026	MANDI009	Mustard	HD-2967	473.28	47.328	47328	47.328	Metric Tonne	74	FALSE	FALSE
ARR0024926	19-05-2026	MANDI009	Sugarcane		164.74	16.474	16474	164.74	Quintal	43	FALSE	FALSE
ARR0010895	16-04-2026	MANDI009	Paddy		70.85	7.085	7085	7.085	Metric Tonne	105	FALSE	FALSE
ARR0009320	27-06-2026	MANDI009	Cotton	Pusa-1121	1.6572	0.1657	165.72	165.72	Kilogram	138	FALSE	TRUE
ARR0000356	13-04-2026	MANDI009	Maize	Hybrid	55.57	5.557	5557	5.557	Metric Tonne	73	FALSE	FALSE
ARR0015441	04-02-2026	MANDI009	Maize	Premium	54.27	5.427	5427	54.27	Quintal	85	FALSE	FALSE
ARR0020971	30-03-2026	MANDI009	Maize	Pusa-1121	72.78	7.278	7278	72.78	Quintal		FALSE	FALSE
ARR0016580	12-01-2026	MANDI009	Wheat	PBW-343	109.49	10.949	10949	10949	Kilogram	46	FALSE	FALSE
ARR0018011	16-01-2026	MANDI009	Maize		2.4855	0.2486	248.55	248.55	Kilogram	31	FALSE	TRUE
ARR0017874	03-08-2026	MANDI009	Wheat	Premium	303.27	30.327	30327	30.327	Metric Tonne	65	FALSE	FALSE
ARR0010484	17-06-2026	MANDI009	Rice	Pusa-1121	355.79	35.579	35579	35579	Kilogram	55	FALSE	FALSE
ARR0002969	16-01-2026	MANDI009	Mustard	Local	320.5	32.05	32050	320.5	Quintal	143	FALSE	FALSE
ARR0015253	02-08-2026	MANDI009	Maize	PBW-343	195.18	19.518	19518	19518	Kilogram	38	FALSE	FALSE
ARR0020151	03-05-2026	MANDI009	Maize	Hybrid	445.65	44.565	44565	44565	Kilogram	5	FALSE	FALSE
ARR0002164	11-04-2026	MANDI009	Sugarcane		354.68	35.468	35468	35468	Kilogram		FALSE	FALSE
ARR0023482	22-04-2026	MANDI009	Cotton		75.2	7.52	7520	75.2	Quintal	129	FALSE	FALSE
ARR0023418	07-07-2026	MANDI009	Wheat	Local	378.51	37.851	37851	37.851	Metric Tonne	47	FALSE	FALSE
ARR0012110	05-06-2026	MANDI009	Cotton	PBW-343	322.19	32.219	32219	32219	Kilogram	77	FALSE	FALSE
ARR0007648	25-06-2026	MANDI009	Sugarcane		436.19	43.619	43619	43619	Kilogram	18	FALSE	FALSE
ARR0014426	01-09-2026	MANDI009	Maize	HD-2967	194.83	19.483	19483	19483	Kilogram	145	FALSE	FALSE
ARR0003564	18-07-2026	MANDI009	Mustard	Pusa-1121	238.27	23.827	23827	23827	Kilogram	139	FALSE	FALSE
ARR0008342	03-06-2026	MANDI009	Mustard		348.31	34.831	34831	348.31	Quintal	128	FALSE	FALSE
ARR0002032	27-05-2026	MANDI010	Cotton	Hybrid	223.4	22.34	22340	223.4	Quintal	13	FALSE	FALSE
ARR0013010	09-07-2026	MANDI010	Sugarcane		108.49	10.849	10849	10849	Kilogram	41	FALSE	FALSE
ARR0017913	07-06-2026	MANDI010	Mustard	HD-2967	447.55	44.755	44755	447.55	Quintal	47	FALSE	TRUE
ARR0011410	21-07-2026	MANDI010	Maize	PBW-343	473.84	47.384	47384	47.384	Metric Tonne	150	FALSE	FALSE
ARR0007409	30-04-2026	MANDI010	Sugarcane	Premium	482.54	48.254	48254	482.54	Quintal	25	FALSE	FALSE
ARR0002696	25-01-2026	MANDI010	Maize		207.23	20.723	20723	207.23	Quintal		FALSE	FALSE
ARR0018661	07-03-2026	MANDI010	Wheat	Local	201.62	20.162	20162	201.62	Quintal	79	FALSE	FALSE
ARR0016885	24-06-2026	MANDI010	Wheat	Local	260.68	26.068	26068	26068	Kilogram	42	FALSE	FALSE
ARR0006190	09-07-2026	MANDI010	Cotton	Pusa-1121	245.44	24.544	24544	24544	Kilogram	122	FALSE	FALSE
ARR_IMP00326	30-07-2026	MANDI010	Mustard	PBW-343	205.58	20.558	20558	20558	Kilogram	44	TRUE	FALSE
ARR0017028	25-07-2026	MANDI010	Rice	Hybrid	282.07	28.207	28207	282.07	Quintal		FALSE	FALSE
ARR0002542	14-08-2026	MANDI010	Mustard	Pusa-1121	93.28	9.328	9328	93.28	Quintal	109	FALSE	FALSE
ARR0016681	03-01-2026	MANDI010	Sugarcane	Premium	425.75	42.575	42575	42575	Kilogram	102	FALSE	FALSE
ARR0019245	02-04-2026	MANDI010	Cotton	Pusa-1121	87.64	8.764	8764	87.64	Quintal	51	FALSE	FALSE
ARR0019979	23-04-2026	MANDI010	Maize	HD-2967	126.77	12.677	12677	126.77	Quintal	107	FALSE	FALSE
ARR0011556	06-08-2026	MANDI010	Cotton	Local	111.68	11.168	11168	111.68	Quintal	105	FALSE	FALSE
ARR0018527	01-08-2026	MANDI010	Wheat	Local	425.38	42.538	42538	42538	Kilogram	144	FALSE	FALSE
ARR0011867	21-01-2026	MANDI010	Rice	PBW-343	462.1	46.21	46210	46.21	Metric Tonne	54	FALSE	FALSE
ARR0007526	21-06-2026	MANDI010	Cotton	Premium	151.14	15.114	15114	151.14	Quintal	102	FALSE	TRUE
ARR0012257	07-05-2026	MANDI010	Cotton	Hybrid	257.61	25.761	25761	257.61	Quintal	35	FALSE	FALSE
ARR0004455	21-01-2026	MANDI010	Cotton	Local	317.9	31.79	31790	31790	Kilogram	10	FALSE	FALSE
ARR0010916	17-08-2026	MANDI010	Cotton	PBW-343	323.26	32.326	32326	32326	Kilogram	102	FALSE	FALSE
ARR0000986	11-02-2026	MANDI010	Cotton	PBW-343	3.893	0.3893	389.3	389.3	Kilogram	139	FALSE	TRUE
ARR0024764	23-06-2026	MANDI010	Wheat	Pusa-1121	55.55	5.555	5555	5.555	Metric Tonne	50	FALSE	FALSE
ARR0007229	23-08-2026	MANDI010	Cotton	Hybrid	345.71	34.571	34571	34.571	Metric Tonne	143	FALSE	FALSE
ARR0017191	15-01-2026	MANDI010	Wheat	PBW-343	291.86	29.186	29186	29186	Kilogram	60	FALSE	FALSE
ARR0015365	20-03-2026	MANDI010	Maize	PBW-343	468.38	46.838	46838	468.38	Quintal	100	FALSE	FALSE
ARR0017941	02-11-2026	MANDI010	Cotton	PBW-343	35.07	3.507	3507	3.507	Metric Tonne	130	FALSE	FALSE
ARR0016318	31-05-2026	MANDI010	Mustard	PBW-343	23	2.3	2300	23	Quintal	123	FALSE	TRUE
ARR0018619	26-07-2026	MANDI010	Maize	Premium	298.22	29.822	29822	29822	Kilogram		FALSE	FALSE
ARR0023777	07-05-2026	MANDI010	Wheat	Local	299.11	29.911	29911	29.911	Metric Tonne	14	FALSE	FALSE
ARR0012544	27-02-2026	MANDI010	Rice	Pusa-1121	186.46	18.646	18646	18.646	Metric Tonne	36	FALSE	FALSE
ARR0018982	16-07-2026	MANDI010	Mustard	Premium	408.09	40.809	40809	40809	Kilogram		FALSE	FALSE
ARR0011490	28-06-2026	MANDI010	Maize	Pusa-1121	38.42	3.842	3842	3842	Kilogram	22	FALSE	FALSE
ARR0000926	08-06-2026	MANDI010	Sugarcane	HD-2967	491.79	49.179	49179	49.179	Metric Tonne	146	FALSE	FALSE
ARR0011595	05-10-2026	MANDI010	Mustard	Local	58.99	5.899	5899	58.99	Quintal	25	FALSE	FALSE
ARR0005839	14-07-2026	MANDI010	Maize	Local	87.8	8.78	8780	8780	Kilogram	21	FALSE	FALSE
ARR0017278	01-08-2026	MANDI010	Rice	Hybrid	53.92	5.392	5392	53.92	Quintal	11	FALSE	FALSE
ARR0003234	23-03-2026	MANDI010	Wheat	PBW-343	195.25	19.525	19525	19525	Kilogram	49	FALSE	FALSE
ARR0015649	27-04-2026	MANDI010	Sugarcane		357.86	35.786	35786	35.786	Metric Tonne	10	FALSE	FALSE
ARR0001127	26-01-2026	MANDI010	Sugarcane	Pusa-1121	271.79	27.179	27179	27.179	Metric Tonne	102	FALSE	FALSE
ARR0013198	25-04-2026	MANDI010	Wheat	Pusa-1121	59.22	5.922	5922	59.22	Quintal	43	FALSE	FALSE
ARR0021552	26-05-2026	MANDI010	Mustard	Local	46.62	4.662	4662	4662	Kilogram	80	FALSE	FALSE
ARR0012432	09-03-2026	MANDI010	Wheat		369.35	36.935	36935	369.35	Quintal	126	FALSE	TRUE
ARR0001175	01-02-2026	MANDI010	Maize	Hybrid	377.92	37.792	37792	37792	Kilogram	27	FALSE	FALSE
ARR0013486	20-03-2026	MANDI010	Cotton	Hybrid	10.62	1.062	1062	1062	Kilogram	131	FALSE	FALSE
ARR0011381	08-01-2026	MANDI010	Cotton	Premium	224.13	22.413	22413	22413	Kilogram	35	FALSE	FALSE
ARR0006820	24-03-2026	MANDI010	Wheat	Hybrid	37.96	3.796	3796	3796	Kilogram	140	FALSE	FALSE
ARR0015510	21-03-2026	MANDI010	Maize	Pusa-1121	80.33	8.033	8033	80.33	Quintal	118	FALSE	TRUE
ARR0011542	16-06-2026	MANDI010	Maize	Hybrid	118.78	11.878	11878	118.78	Quintal	53	FALSE	FALSE
ARR0017404	05-09-2026	MANDI010	Mustard	Hybrid	444.82	44.482	44482	444.82	Quintal	142	FALSE	FALSE
ARR0020229	23-04-2026	MANDI010	Sugarcane		487.14	48.714	48714	487.14	Quintal	28	FALSE	FALSE
ARR0006547	23-07-2026	MANDI010	Wheat	Premium	485.5	48.55	48550	48550	Kilogram	135	FALSE	FALSE
ARR0020015	05-05-2026	MANDI010	Maize	HD-2967	100.04	10.004	10004	10004	Kilogram	34	FALSE	FALSE
ARR0013649	22-07-2026	MANDI010	Maize		179.01	17.901	17901	179.01	Quintal	99	FALSE	FALSE
ARR0020554	03-02-2026	MANDI010	Wheat	Pusa-1121	28.98	2.898	2898	2898	Kilogram	120	FALSE	FALSE
ARR0016617	29-01-2026	MANDI010	Cotton	HD-2967	357.76	35.776	35776	357.76	Quintal	143	FALSE	FALSE
ARR0011446	06-06-2026	MANDI010	Cotton	Local	366.43	36.643	36643	36.643	Metric Tonne	134	FALSE	FALSE
ARR0011279	25-07-2026	MANDI010	Maize	PBW-343	359.87	35.987	35987	35987	Kilogram	140	FALSE	FALSE
ARR0012440	19-01-2026	MANDI010	Maize	HD-2967	31.96	3.196	3196	31.96	Quintal	149	FALSE	FALSE
ARR0013889	29-08-2026	MANDI010	Maize	Premium	481.35	48.135	48135	48135	Kilogram	53	FALSE	FALSE
ARR0019400	26-05-2026	MANDI010	Maize	Premium	379.45	37.945	37945	37945	Kilogram	77	FALSE	FALSE
ARR0003142	15-06-2026	MANDI010	Mustard	Pusa-1121	374.29	37.429	37429	37429	Kilogram	84	FALSE	FALSE
ARR0009999	02-06-2026	MANDI010	Cotton	HD-2967	349.84	34.984	34984	349.84	Quintal	144	FALSE	FALSE
ARR_IMP00336	28-08-2026	MANDI010	Rice	Local	185.04	18.504	18504	18.504	Metric Tonne		TRUE	FALSE
ARR0023626	24-07-2026	MANDI010	Wheat	Local	2.6635	0.2664	266.35	266.35	Kilogram		FALSE	TRUE
ARR0011131	15-04-2026	MANDI010	Mustard	HD-2967	351.46	35.146	35146	351.46	Quintal		FALSE	FALSE
ARR0004361	02-08-2026	MANDI010	Mustard	Premium	271.43	27.143	27143	27.143	Metric Tonne		FALSE	FALSE
ARR0017866	25-02-2026	MANDI010	Mustard	PBW-343	293.51	29.351	29351	293.51	Quintal	13	FALSE	FALSE
ARR0001986	08-02-2026	MANDI010	Maize	Pusa-1121	184.6	18.46	18460	18460	Kilogram	107	FALSE	FALSE
ARR0023191	23-07-2026	MANDI010	Mustard	PBW-343	132.68	13.268	13268	13268	Kilogram		FALSE	FALSE
ARR0018860	22-05-2026	MANDI010	Rice	Pusa-1121	413.4	41.34	41340	41.34	Metric Tonne	46	FALSE	FALSE
ARR0011953	15-05-2026	MANDI010	Maize	Hybrid	0.6839	0.0684	68.39	68.39	Kilogram	109	FALSE	TRUE
ARR0022226	20-05-2026	MANDI010	Mustard	Local	207.38	20.738	20738	207.38	Quintal	78	FALSE	FALSE
ARR0024511	25-08-2026	MANDI010	Mustard		242.88	24.288	24288	242.88	Quintal	20	FALSE	FALSE
ARR0021373	18-04-2026	MANDI010	Wheat	PBW-343	154.07	15.407	15407	154.07	Quintal	113	FALSE	FALSE
ARR0022359	26-05-2026	MANDI010	Maize		122.19	12.219	12219	122.19	Quintal	93	FALSE	FALSE
ARR0016335	15-01-2026	MANDI010	Basmati Rice	HD-2967	460.81	46.081	46081	46081	Kilogram	58	FALSE	FALSE
ARR0024176	24-07-2026	MANDI010	Cotton	Local	398.22	39.822	39822	398.22	Quintal	100	FALSE	FALSE
ARR0008143	01-08-2026	MANDI010	Sugarcane	Pusa-1121	113.92	11.392	11392	113.92	Quintal	121	FALSE	FALSE
ARR0024769	23-02-2026	MANDI010	Rice	Premium	76.95	7.695	7695	7695	Kilogram	111	FALSE	FALSE
ARR0007539	06-06-2026	MANDI010	Wheat	Pusa-1121	379.69	37.969	37969	37969	Kilogram	75	FALSE	FALSE
ARR0024115	01-09-2026	MANDI010	Maize	Hybrid	314.45	31.445	31445	31.445	Metric Tonne	31	FALSE	FALSE
ARR0016644	20-02-2026	MANDI010	Wheat		370.52	37.052	37052	37052	Kilogram	87	FALSE	FALSE
ARR0018363	01-07-2026	MANDI010	Sugarcane	PBW-343	187.88	18.788	18788	187.88	Quintal	39	FALSE	FALSE
ARR0010834	03-05-2026	MANDI010	Paddy	Local	280.09	28.009	28009	28.009	Metric Tonne	44	FALSE	FALSE
